2024-08-20 21:19,226.955,226.9968,226.92,226.93,5402
2024-08-20 21:19,226.93,226.93,226.93,226.93,80
2024-08-20 21:20,226.9399,227.0226,226.91,226.9457,24444
2024-08-20 21:21,226.9276,227.0013,226.91,226.96,30837
2024-08-20 21:21,226.97,226.98,226.97,226.9799,57
2024-08-20 21:22,226.9655,227.05,226.942,227.03,35582
2024-08-20 21:23,227.03,227.1171,226.9707,227.1088,53554
2024-08-20 21:24,227.1,227.1088,227.0001,227.0888,62803
2024-08-20 21:23,227.1,227.1,227.1,227.1,97
2024-08-20 21:24,227.0897,227.09,227.0752,227.09,132
2024-08-20 21:25,227.09,227.1,227.0214,227.0831,23628
2024-08-20 21:25,227.0833,227.0833,227.08,227.08,435
2024-08-20 21:26,227.09,227.11,227.02,227.0288,31935
2024-08-20 21:26,227.0388,227.0388,227.034,227.034,5
2024-08-20 21:27,227.04,227.069,226.9767,227,41846
2024-08-20 21:27,226.9964,226.9964,226.9964,226.9964,25
2024-08-20 21:28,227.01,227.0611,226.85,226.9794,29790
2024-08-20 21:28,226.9746,226.9788,226.9701,226.9788,287
2024-08-20 21:29,226.975,227.0346,226.92,227.01,36918
2024-08-20 21:29,227.0126,227.0126,227.0126,227.0126,20
2024-08-20 21:30,227.025,227.05,226.9741,227.02,29422
2024-08-20 21:30,227.02,227.04,227.02,227.02,397
2024-08-20 21:31,227.03,227.04,226.975,226.99,30364
2024-08-20 21:31,226.98,227.0107,226.98,227.0107,5
2024-08-20 21:32,226.98,227.06,226.95,227.0535,23087
2024-08-20 21:32,227.06,227.06,227.0502,227.058,649
2024-08-20 21:33,227.05,227.07,226.99,227.01,23940
2024-08-20 21:33,226.9912,226.9912,226.99,226.99,2
2024-08-20 21:34,227.005,227.0192,226.96,226.9803,17779
2024-08-20 21:35,226.9812,227.0138,226.9,226.9188,27496
2024-08-20 21:35,226.9027,226.9027,226.9027,226.9027,11
2024-08-20 21:36,226.9065,227.0002,226.9,226.9516,25913
2024-08-20 21:36,226.9506,226.9506,226.9506,226.9506,2
2024-08-20 21:37,226.96,226.99,226.92,226.9825,19720
2024-08-20 21:38,226.98,227,226.93,226.9399,19202
2024-08-20 21:39,226.9373,226.9805,226.88,226.9188,39771
2024-08-20 21:40,226.915,226.9701,226.89,226.9099,21944
2024-08-20 21:41,226.9088,226.9422,226.8116,226.8399,47917
2024-08-20 21:41,226.9064,226.9064,226.9064,226.9064,100
2024-08-20 21:42,226.835,226.9305,226.82,226.8799,25165
2024-08-20 21:42,226.8701,226.88,226.87,226.87,327
2024-08-20 21:43,226.8703,226.93,226.8511,226.8915,27785
2024-08-20 21:43,226.8922,226.8922,226.8901,226.8901,26
2024-08-20 21:44,226.895,226.9103,226.76,226.8591,32264
2024-08-20 21:44,226.7812,226.7812,226.7812,226.7812,1
2024-08-20 21:45,226.784,226.859,226.7,226.716,39297
2024-08-20 21:46,226.72,226.8696,226.7,226.7,29527
2024-08-20 21:46,226.705,226.75,226.7,226.7,145
