2024-08-20 21:19,178.53,178.55,178.4824,178.54,11342
2024-08-20 21:19,178.5491,178.5492,178.5491,178.5492,1000
2024-08-20 21:20,178.54,178.55,178.35,178.5,64523
2024-08-20 21:20,178.51,178.52,178.51,178.52,30
2024-08-20 21:21,178.51,178.55,178.4784,178.5,56983
2024-08-20 21:21,178.495,178.495,178.47,178.47,4053
2024-08-20 21:22,178.4154,178.56,178.4154,178.52,108617
2024-08-20 21:23,178.51,178.5899,172.03,178.565,54730
2024-08-20 21:23,178.565,178.565,178.56,178.56,59
2024-08-20 21:24,178.56,178.61,178.4687,178.58,56148
2024-08-20 21:25,178.5717,178.6,178.4875,178.5186,39912
2024-08-20 21:25,178.5298,178.53,178.5288,178.53,1586
2024-08-20 21:26,178.52,178.5551,178.47,178.5299,77595
2024-08-20 21:26,178.52,178.52,178.5112,178.5112,230
2024-08-20 21:27,178.515,178.5293,178.46,178.49,60912
2024-08-20 21:27,178.4909,178.4909,178.4909,178.4909,20
2024-08-20 21:28,178.49,178.5238,178.43,178.445,62606
2024-08-20 21:28,178.445,178.445,178.44,178.4401,942
2024-08-20 21:29,178.445,178.5151,178.36,178.4,70668
2024-08-20 21:29,178.41,178.41,178.4001,178.4065,142
2024-08-20 21:30,178.4,178.4933,178.39,178.45,47038
2024-08-20 21:30,178.45,178.45,178.4312,178.4312,402
2024-08-20 21:31,178.455,178.4871,178.4,178.44,40360
2024-08-20 21:31,178.42,178.43,178.42,178.43,434
2024-08-20 21:32,178.4112,178.49,178.41,178.48,52398
2024-08-20 21:32,178.475,178.475,178.475,178.475,9
2024-08-20 21:33,178.48,178.49,178.427,178.445,35251
2024-08-20 21:34,178.4401,178.4526,178.39,178.405,49335
2024-08-20 21:35,178.405,178.4593,178.33,178.3848,62398
2024-08-20 21:35,178.38,178.39,178.38,178.39,36
2024-08-20 21:36,178.38,178.4382,178.3388,178.37,54601
2024-08-20 21:36,178.37,178.37,178.3612,178.37,308
2024-08-20 21:37,178.37,178.499194,178.3577,178.436,146875
2024-08-20 21:38,178.43,178.47,178.384,178.4399,32629
2024-08-20 21:39,178.435,178.48,178.3928,178.4436,41919
2024-08-20 21:40,178.445,178.5,178.4176,178.49,53741
2024-08-20 21:40,178.486,178.4988,178.486,178.49,445
2024-08-20 21:41,178.5,178.5,178.4102,178.4899,48776
2024-08-20 21:41,178.485,178.485,178.485,178.485,10
2024-08-20 21:42,178.4888,178.5,178.46,178.46,111244
2024-08-20 21:43,178.46,178.5,178.4348,178.485,40725
2024-08-20 21:42,178.4601,178.4601,178.46,178.46,152
2024-08-20 21:43,178.4899,178.4899,178.4899,178.4899,2
2024-08-20 21:44,178.4899,178.5,178.42,178.4398,81868
2024-08-20 21:44,178.435,178.435,178.431,178.4313,232
2024-08-20 21:45,178.44,178.4704,178.27,178.29,70679
2024-08-20 21:46,178.295,178.4362,178.29,178.35,74247
2024-08-20 21:46,178.355,178.36,178.35,178.355,515
2024-08-20 21:47,178.3503,178.44,162.3291,178.425,55849
2024-08-20 21:47,178.425,178.4292,178.425,178.4292,24
2024-08-20 21:48,178.4265,178.44,178.351,178.3971,46739
2024-08-20 21:48,178.3971,178.4,178.3971,178.4,202
2024-08-20 21:49,178.3979,178.43,178.3589,178.3788,46289
2024-08-20 21:49,178.3799,178.3799,178.37,178.37,252
2024-08-20 21:50,178.375,178.43,178.367,178.41,46354
2024-08-20 21:51,178.41,178.42,178.34,178.35,51042
2024-08-20 21:51,178.34,178.34,178.34,178.34,32
2024-08-20 21:52,178.3499,178.4007,178.18,178.23,67483
2024-08-20 21:53,178.23,178.3489,178.16,178.2174,73067
2024-08-20 21:54,178.22,178.3402,178.2127,178.2945,43098
2024-08-20 21:54,178.2912,178.2912,178.2912,178.2912,2
2024-08-20 21:55,178.3,178.3388,178.2384,178.3095,59245
2024-08-20 21:56,178.3,178.3488,178.2483,178.2961,67716
2024-08-20 21:57,178.3278,178.41,178.2595,178.3612,78159
2024-08-20 21:58,178.3632,178.39,178.2837,178.365,29365
2024-08-20 21:59,178.36,178.41,178.3117,178.3688,73582
2024-08-20 22:38,178.4873,178.49,178.4096,178.48,1042
2024-08-20 22:39,178.4832,178.4895,178.39,178.4534,31214
2024-08-21 11:37,178.73,178.75,178.69,178.73,5
2024-08-21 11:38,178.75,178.76,178.75,178.76,99
2024-08-21 11:39,178.81,178.81,178.81,178.81,100
2024-08-21 11:40,178.76,178.82,178.76,178.82,13
2024-08-21 11:41,178.83,178.83,178.83,178.83,127
2024-08-21 11:42,178.81,178.84,178.81,178.83,166
2024-08-21 11:43,178.84,178.84,178.82,178.82,2
2024-08-21 11:45,178.83,178.83,178.83,178.83,40
2024-08-21 11:46,178.82,178.83,178.81,178.82,148
2024-08-21 11:47,178.8,178.8,178.8,178.8,20
2024-08-21 11:48,178.77,178.77,178.73,178.75,526
2024-08-21 11:49,178.76,178.77,178.75,178.77,11
2024-08-21 11:50,178.84,178.84,178.84,178.84,4
2024-08-21 11:51,178.8,178.8,178.8,178.8,33
2024-08-21 11:53,178.84,178.84,178.77,178.77,106
2024-08-21 11:54,178.77,178.77,178.77,178.77,95
2024-08-21 11:55,178.76,178.77,178.7,178.71,387
2024-08-21 11:56,178.7,178.7,178.7,178.7,50
2024-08-21 11:57,178.68,178.68,178.68,178.68,60
2024-08-21 11:58,178.7,178.7,178.68,178.68,215
2024-08-21 11:59,178.68,178.71,178.68,178.71,140
2024-08-21 13:51,180.23,180.25,180.17,180.19,898
2024-08-21 13:52,180.19,180.24,180.14,180.19,532
2024-08-21 13:53,180.21,180.21,180.04,180.04,918
2024-08-21 13:54,180.06,180.12,180.06,180.06,171
2024-08-21 13:55,180.02,180.16,180,180.08,507
